Comment ID,Comment Text,Sentiment
242,I am very disappointed with this service as it frequently crashes and does not meet expectations at all.,Negative
243,This product exceeded my expectations and I really appreciate the quality and customer support provided.,Positive
244,The product quality is poor and the experience has been frustrating from the beginning.,Negative
245,This product exceeded my expectations and I really appreciate the quality and customer support provided.,Positive
246,I am very disappointed with this service as it frequently crashes and does not meet expectations at all.,Negative
247,"I have been using this service for a long time and I am extremely satisfied with the performance, features, and overall experience.",Positive
248,The product quality is poor and the experience has been frustrating from the beginning.,Negative
249,This product exceeded my expectations and I really appreciate the quality and customer support provided.,Positive
250,I am very disappointed with this service as it frequently crashes and does not meet expectations at all.,Negative
251,This product exceeded my expectations and I really appreciate the quality and customer support provided.,Positive
252,The product quality is poor and the experience has been frustrating from the beginning.,Negative
253,"I have been using this service for a long time and I am extremely satisfied with the performance, features, and overall experience.",Positive
254,I am very disappointed with this service as it frequently crashes and does not meet expectations at all.,Negative
255,"I have been using this service for a long time and I am extremely satisfied with the performance, features, and overall experience.",Positive
256,The product quality is poor and the experience has been frustrating from the beginning.,Negative
257,"I have been using this service for a long time and I am extremely satisfied with the performance, features, and overall experience.",Positive
258,I am very disappointed with this service as it frequently crashes and does not meet expectations at all.,Negative
259,This product exceeded my expectations and I really appreciate the quality and customer support provided.,Positive
260,The product quality is poor and the experience has been frustrating from the beginning.,Negative
261,"I have been using this service for a long time and I am extremely satisfied with the performance, features, and overall experience.",Positive
262,The product quality is poor and the experience has been frustrating from the beginning.,Negative
263,This product exceeded my expectations and I really appreciate the quality and customer support provided.,Positive
264,I am very disappointed with this service as it frequently crashes and does not meet expectations at all.,Negative
265,"I have been using this service for a long time and I am extremely satisfied with the performance, features, and overall experience.",Positive
266,The product quality is poor and the experience has been frustrating from the beginning.,Negative
267,This product exceeded my expectations and I really appreciate the quality and customer support provided.,Positive
268,The product quality is poor and the experience has been frustrating from the beginning.,Negative
269,"I have been using this service for a long time and I am extremely satisfied with the performance, features, and overall experience.",Positive
270,The product quality is poor and the experience has been frustrating from the beginning.,Negative
271,This product exceeded my expectations and I really appreciate the quality and customer support provided.,Positive
272,The product quality is poor and the experience has been frustrating from the beginning.,Negative
273,"I have been using this service for a long time and I am extremely satisfied with the performance, features, and overall experience.",Positive
274,The product quality is poor and the experience has been frustrating from the beginning.,Negative
275,This product exceeded my expectations and I really appreciate the quality and customer support provided.,Positive
276,The product quality is poor and the experience has been frustrating from the beginning.,Negative
277,"I have been using this service for a long time and I am extremely satisfied with the performance, features, and overall experience.",Positive
278,The product quality is poor and the experience has been frustrating from the beginning.,Negative
279,"I have been using this service for a long time and I am extremely satisfied with the performance, features, and overall experience.",Positive
280,I am very disappointed with this service as it frequently crashes and does not meet expectations at all.,Negative
281,"I have been using this service for a long time and I am extremely satisfied with the performance, features, and overall experience.",Positive
282,The product quality is poor and the experience has been frustrating from the beginning.,Negative
283,"I have been using this service for a long time and I am extremely satisfied with the performance, features, and overall experience.",Positive
284,I am very disappointed with this service as it frequently crashes and does not meet expectations at all.,Negative
285,"I have been using this service for a long time and I am extremely satisfied with the performance, features, and overall experience.",Positive
286,The product quality is poor and the experience has been frustrating from the beginning.,Negative
287,"I have been using this service for a long time and I am extremely satisfied with the performance, features, and overall experience.",Positive
288,The product quality is poor and the experience has been frustrating from the beginning.,Negative
289,This product exceeded my expectations and I really appreciate the quality and customer support provided.,Positive
290,I am very disappointed with this service as it frequently crashes and does not meet expectations at all.,Negative
291,"I have been using this service for a long time and I am extremely satisfied with the performance, features, and overall experience.",Positive
292,The product quality is poor and the experience has been frustrating from the beginning.,Negative
293,This product exceeded my expectations and I really appreciate the quality and customer support provided.,Positive
294,I am very disappointed with this service as it frequently crashes and does not meet expectations at all.,Negative
295,This product exceeded my expectations and I really appreciate the quality and customer support provided.,Positive
296,The product quality is poor and the experience has been frustrating from the beginning.,Negative
297,This product exceeded my expectations and I really appreciate the quality and customer support provided.,Positive
298,The product quality is poor and the experience has been frustrating from the beginning.,Negative
299,"I have been using this service for a long time and I am extremely satisfied with the performance, features, and overall experience.",Positive
300,The product quality is poor and the experience has been frustrating from the beginning.,Negative
301,Nice experience overall.,Positive
302,Needs improvement.,Negative
303,Nice experience overall.,Positive
304,App crashes sometimes.,Negative
305,"Really liked it, very useful.",Positive
306,Not a good experience.,Negative
307,Nice experience overall.,Positive
308,Needs improvement.,Negative
309,"Really liked it, very useful.",Positive
310,Needs improvement.,Negative
311,Nice experience overall.,Positive
312,App crashes sometimes.,Negative
313,"Good app, works smoothly.",Positive
314,Not a good experience.,Negative
315,"Good app, works smoothly.",Positive
316,App crashes sometimes.,Negative
317,Nice experience overall.,Positive
318,Not a good experience.,Negative
319,"Really liked it, very useful.",Positive
320,Needs improvement.,Negative
321,"Really liked it, very useful.",Positive
322,Needs improvement.,Negative
323,"Really liked it, very useful.",Positive
324,App crashes sometimes.,Negative
325,Nice experience overall.,Positive
326,App crashes sometimes.,Negative
327,Nice experience overall.,Positive
328,Needs improvement.,Negative
329,Nice experience overall.,Positive
330,Needs improvement.,Negative
331,"Really liked it, very useful.",Positive
332,App crashes sometimes.,Negative
333,Nice experience overall.,Positive
334,Needs improvement.,Negative
335,"Good app, works smoothly.",Positive
336,Not a good experience.,Negative
337,"Really liked it, very useful.",Positive
338,App crashes sometimes.,Negative
339,Nice experience overall.,Positive
340,Not a good experience.,Negative
341,Nice experience overall.,Positive
342,Not a good experience.,Negative
343,"Good app, works smoothly.",Positive
344,App crashes sometimes.,Negative
345,"Really liked it, very useful.",Positive
346,App crashes sometimes.,Negative
347,Nice experience overall.,Positive
348,Needs improvement.,Negative
349,"Good app, works smoothly.",Positive
350,Not a good experience.,Negative
351,"Good app, works smoothly.",Positive
352,App crashes sometimes.,Negative
353,"Really liked it, very useful.",Positive
354,Not a good experience.,Negative
355,"Good app, works smoothly.",Positive
356,Needs improvement.,Negative
357,Nice experience overall.,Positive
358,App crashes sometimes.,Negative
359,"Really liked it, very useful.",Positive
360,Needs improvement.,Negative
361,"Good app, works smoothly.",Positive
362,Needs improvement.,Negative
363,Nice experience overall.,Positive
364,Not a good experience.,Negative
365,Nice experience overall.,Positive
366,App crashes sometimes.,Negative
367,Nice experience overall.,Positive
368,Needs improvement.,Negative
369,"Really liked it, very useful.",Positive
370,Not a good experience.,Negative
371,"Good app, works smoothly.",Positive
372,Not a good experience.,Negative
373,"Really liked it, very useful.",Positive
374,Not a good experience.,Negative
375,"Good app, works smoothly.",Positive
376,App crashes sometimes.,Negative
377,"Good app, works smoothly.",Positive
378,App crashes sometimes.,Negative
379,"Really liked it, very useful.",Positive
380,App crashes sometimes.,Negative
381,Nice experience overall.,Positive
382,App crashes sometimes.,Negative
383,"Good app, works smoothly.",Positive
384,App crashes sometimes.,Negative
385,"Really liked it, very useful.",Positive
386,Not a good experience.,Negative
387,"Really liked it, very useful.",Positive
388,App crashes sometimes.,Negative
389,"Really liked it, very useful.",Positive
390,Not a good experience.,Negative
391,Nice experience overall.,Positive
392,Not a good experience.,Negative
393,Nice experience overall.,Positive
394,App crashes sometimes.,Negative
395,"Good app, works smoothly.",Positive
396,App crashes sometimes.,Negative
397,"Good app, works smoothly.",Positive
398,Not a good experience.,Negative
399,"Good app, works smoothly.",Positive
400,App crashes sometimes.,Negative
401,Nice experience overall.,Positive
402,App crashes sometimes.,Negative
403,Nice experience overall.,Positive
404,Not a good experience.,Negative
405,Nice experience overall.,Positive
406,Needs improvement.,Negative
407,"Good app, works smoothly.",Positive
408,App crashes sometimes.,Negative
409,"Good app, works smoothly.",Positive
410,App crashes sometimes.,Negative
411,"Good app, works smoothly.",Positive
412,Not a good experience.,Negative
413,"Really liked it, very useful.",Positive
414,Needs improvement.,Negative
415,"Really liked it, very useful.",Positive
416,App crashes sometimes.,Negative
417,"Really liked it, very useful.",Positive
418,Not a good experience.,Negative
419,"Good app, works smoothly.",Positive
420,Not a good experience.,Negative
421,Nice experience overall.,Positive
422,Needs improvement.,Negative
423,"Good app, works smoothly.",Positive
424,Not a good experience.,Negative
425,"Really liked it, very useful.",Positive
426,App crashes sometimes.,Negative
427,"Really liked it, very useful.",Positive
428,Needs improvement.,Negative
429,Nice experience overall.,Positive
430,App crashes sometimes.,Negative
431,Nice experience overall.,Positive
432,App crashes sometimes.,Negative
433,"Good app, works smoothly.",Positive
434,App crashes sometimes.,Negative
435,"Really liked it, very useful.",Positive
436,App crashes sometimes.,Negative
437,Nice experience overall.,Positive
438,Not a good experience.,Negative
439,"Really liked it, very useful.",Positive
440,Needs improvement.,Negative
441,"Good app, works smoothly.",Positive
442,Not a good experience.,Negative
443,"Good app, works smoothly.",Positive
444,Not a good experience.,Negative
445,Nice experience overall.,Positive
446,Needs improvement.,Negative
447,"Really liked it, very useful.",Positive
448,Not a good experience.,Negative
449,"Really liked it, very useful.",Positive
450,Needs improvement.,Negative
451,"Good app, works smoothly.",Positive
452,Not a good experience.,Negative
453,"Good app, works smoothly.",Positive
454,Not a good experience.,Negative
455,"Good app, works smoothly.",Positive
456,Needs improvement.,Negative
457,Nice experience overall.,Positive
458,Needs improvement.,Negative
459,"Good app, works smoothly.",Positive
460,Needs improvement.,Negative
461,"Good app, works smoothly.",Positive
462,Not a good experience.,Negative
463,"Good app, works smoothly.",Positive
464,Needs improvement.,Negative
465,"Really liked it, very useful.",Positive
466,Needs improvement.,Negative
467,Nice experience overall.,Positive
468,Not a good experience.,Negative
469,"Really liked it, very useful.",Positive
470,Not a good experience.,Negative
471,Nice experience overall.,Positive
472,Not a good experience.,Negative
473,"Good app, works smoothly.",Positive
474,Not a good experience.,Negative
475,"Good app, works smoothly.",Positive
476,Not a good experience.,Negative
477,"Good app, works smoothly.",Positive
478,Needs improvement.,Negative
479,Nice experience overall.,Positive
480,App crashes sometimes.,Negative
481,"Really liked it, very useful.",Positive
482,Not a good experience.,Negative
483,"Good app, works smoothly.",Positive
484,Not a good experience.,Negative
485,"Good app, works smoothly.",Positive
486,Not a good experience.,Negative
487,Nice experience overall.,Positive
488,App crashes sometimes.,Negative
489,"Really liked it, very useful.",Positive
490,Not a good experience.,Negative
491,Nice experience overall.,Positive
492,Needs improvement.,Negative
493,"Really liked it, very useful.",Positive
494,App crashes sometimes.,Negative
495,"Really liked it, very useful.",Positive
496,App crashes sometimes.,Negative
497,"Good app, works smoothly.",Positive
498,Not a good experience.,Negative
499,"Really liked it, very useful.",Positive
500,Needs improvement.,Negative
501,"Really liked it, very useful.",Positive
502,Needs improvement.,Negative
503,"Really liked it, very useful.",Positive
504,App crashes sometimes.,Negative
505,"Really liked it, very useful.",Positive
506,Needs improvement.,Negative
507,"Good app, works smoothly.",Positive
508,Needs improvement.,Negative
509,"Really liked it, very useful.",Positive
510,Needs improvement.,Negative
511,Nice experience overall.,Positive
512,Needs improvement.,Negative
513,Nice experience overall.,Positive
514,App crashes sometimes.,Negative
515,"Really liked it, very useful.",Positive
516,App crashes sometimes.,Negative
517,"Good app, works smoothly.",Positive
518,Not a good experience.,Negative
519,Nice experience overall.,Positive
520,App crashes sometimes.,Negative
521,"Really liked it, very useful.",Positive
522,Needs improvement.,Negative
523,"Really liked it, very useful.",Positive
524,Needs improvement.,Negative
525,"Good app, works smoothly.",Positive
526,App crashes sometimes.,Negative
527,"Really liked it, very useful.",Positive
528,Needs improvement.,Negative
529,"Really liked it, very useful.",Positive
530,Needs improvement.,Negative
531,"Good app, works smoothly.",Positive
532,Needs improvement.,Negative
533,"Good app, works smoothly.",Positive
534,Not a good experience.,Negative
535,"Really liked it, very useful.",Positive
536,Needs improvement.,Negative
537,"Good app, works smoothly.",Positive
538,Not a good experience.,Negative
539,"Really liked it, very useful.",Positive
540,Not a good experience.,Negative
541,"Really liked it, very useful.",Positive
542,Not a good experience.,Negative
543,"Really liked it, very useful.",Positive
544,App crashes sometimes.,Negative
545,"Good app, works smoothly.",Positive
546,Not a good experience.,Negative
547,"Good app, works smoothly.",Positive
548,App crashes sometimes.,Negative
549,"Really liked it, very useful.",Positive
550,Needs improvement.,Negative
551,"Really liked it, very useful.",Positive
552,Not a good experience.,Negative
553,Nice experience overall.,Positive
554,Needs improvement.,Negative
555,"Really liked it, very useful.",Positive
556,Not a good experience.,Negative
557,"Really liked it, very useful.",Positive
558,Needs improvement.,Negative
559,"Good app, works smoothly.",Positive
560,Not a good experience.,Negative
561,"Really liked it, very useful.",Positive
562,Needs improvement.,Negative
563,"Good app, works smoothly.",Positive
564,App crashes sometimes.,Negative
565,Nice experience overall.,Positive
566,App crashes sometimes.,Negative
567,"Really liked it, very useful.",Positive
568,Not a good experience.,Negative
569,"Good app, works smoothly.",Positive
570,App crashes sometimes.,Negative
571,"Really liked it, very useful.",Positive
572,App crashes sometimes.,Negative
573,"Good app, works smoothly.",Positive
574,Not a good experience.,Negative
575,Nice experience overall.,Positive
576,App crashes sometimes.,Negative
577,Nice experience overall.,Positive
578,App crashes sometimes.,Negative
579,Nice experience overall.,Positive
580,Needs improvement.,Negative
581,"Really liked it, very useful.",Positive
582,App crashes sometimes.,Negative
583,"Really liked it, very useful.",Positive
584,App crashes sometimes.,Negative
585,Nice experience overall.,Positive
586,App crashes sometimes.,Negative
587,"Really liked it, very useful.",Positive
588,Needs improvement.,Negative
589,"Really liked it, very useful.",Positive
590,App crashes sometimes.,Negative
591,"Really liked it, very useful.",Positive
592,Not a good experience.,Negative
593,"Really liked it, very useful.",Positive
594,Needs improvement.,Negative
595,"Good app, works smoothly.",Positive
596,Not a good experience.,Negative
597,"Good app, works smoothly.",Positive
598,App crashes sometimes.,Negative
599,Nice experience overall.,Positive
600,Needs improvement.,Negative
601,"Good app, works smoothly.",Positive
602,App crashes sometimes.,Negative
603,Nice experience overall.,Positive
604,Needs improvement.,Negative
605,"Really liked it, very useful.",Positive
606,Not a good experience.,Negative
607,"Really liked it, very useful.",Positive
608,Not a good experience.,Negative
609,"Good app, works smoothly.",Positive
610,Not a good experience.,Negative
611,Nice experience overall.,Positive
612,App crashes sometimes.,Negative
613,Nice experience overall.,Positive
614,App crashes sometimes.,Negative
615,"Really liked it, very useful.",Positive
616,Not a good experience.,Negative
617,"Really liked it, very useful.",Positive
618,Needs improvement.,Negative
619,Nice experience overall.,Positive
620,Not a good experience.,Negative
621,"Really liked it, very useful.",Positive
622,Not a good experience.,Negative
623,Nice experience overall.,Positive
624,Not a good experience.,Negative
625,"Good app, works smoothly.",Positive
626,Needs improvement.,Negative
627,"Really liked it, very useful.",Positive
628,Needs improvement.,Negative
629,"Good app, works smoothly.",Positive
630,App crashes sometimes.,Negative
631,"Really liked it, very useful.",Positive
632,Needs improvement.,Negative
633,"Really liked it, very useful.",Positive
634,App crashes sometimes.,Negative
635,"Good app, works smoothly.",Positive
636,App crashes sometimes.,Negative
637,"Really liked it, very useful.",Positive
638,Needs improvement.,Negative
639,"Good app, works smoothly.",Positive
640,App crashes sometimes.,Negative
641,"Good app, works smoothly.",Positive
642,Not a good experience.,Negative
643,"Good app, works smoothly.",Positive
644,App crashes sometimes.,Negative
645,"Really liked it, very useful.",Positive
646,App crashes sometimes.,Negative
647,Nice experience overall.,Positive
648,App crashes sometimes.,Negative
649,"Good app, works smoothly.",Positive
650,Not a good experience.,Negative
651,"Really liked it, very useful.",Positive
652,Needs improvement.,Negative
653,"Really liked it, very useful.",Positive
654,App crashes sometimes.,Negative
655,"Really liked it, very useful.",Positive
656,Needs improvement.,Negative
657,Nice experience overall.,Positive
658,Not a good experience.,Negative
659,Nice experience overall.,Positive
660,Not a good experience.,Negative
661,Nice experience overall.,Positive
662,Not a good experience.,Negative
663,"Good app, works smoothly.",Positive
664,App crashes sometimes.,Negative
665,"Good app, works smoothly.",Positive
666,App crashes sometimes.,Negative
667,"Good app, works smoothly.",Positive
668,Not a good experience.,Negative
669,"Really liked it, very useful.",Positive
670,Not a good experience.,Negative
671,"Good app, works smoothly.",Positive
672,App crashes sometimes.,Negative
673,"Really liked it, very useful.",Positive
674,Needs improvement.,Negative
675,"Really liked it, very useful.",Positive
676,App crashes sometimes.,Negative
677,"Good app, works smoothly.",Positive
678,App crashes sometimes.,Negative
679,"Good app, works smoothly.",Positive
680,Not a good experience.,Negative
681,"Good app, works smoothly.",Positive
682,Not a good experience.,Negative
683,"Really liked it, very useful.",Positive
684,Needs improvement.,Negative
685,"Really liked it, very useful.",Positive
686,App crashes sometimes.,Negative
687,"Good app, works smoothly.",Positive
688,App crashes sometimes.,Negative
689,"Good app, works smoothly.",Positive
690,Needs improvement.,Negative
691,"Good app, works smoothly.",Positive
692,App crashes sometimes.,Negative
693,"Good app, works smoothly.",Positive
694,Not a good experience.,Negative
695,Nice experience overall.,Positive
696,App crashes sometimes.,Negative
697,"Good app, works smoothly.",Positive
698,App crashes sometimes.,Negative
699,Nice experience overall.,Positive
700,App crashes sometimes.,Negative
701,Loved it!,Positive
702,Hate it.,Negative
703,Nice!,Positive
704,Hate it.,Negative
705,Great!,Positive
706,Not good.,Negative
707,Awesome!,Positive
708,Worst.,Negative
709,Perfect!,Positive
710,Terrible.,Negative
711,Perfect!,Positive
712,Bad.,Negative
713,Awesome!,Positive
714,Terrible.,Negative
715,Loved it!,Positive
716,Terrible.,Negative
717,Nice!,Positive
718,Worst.,Negative
719,Great!,Positive
720,Hate it.,Negative
721,Perfect!,Positive
722,Terrible.,Negative
723,Loved it!,Positive
724,Hate it.,Negative
725,Perfect!,Positive
726,Terrible.,Negative
727,Perfect!,Positive
728,Bad.,Negative
729,Perfect!,Positive
730,Hate it.,Negative
731,Awesome!,Positive
732,Bad.,Negative
733,Great!,Positive
734,Not good.,Negative
735,Nice!,Positive
736,Not good.,Negative
737,Great!,Positive
738,Bad.,Negative
739,Nice!,Positive
740,Not good.,Negative
741,Awesome!,Positive
742,Worst.,Negative
743,Perfect!,Positive
744,Worst.,Negative
745,Great!,Positive
746,Not good.,Negative
747,Loved it!,Positive
748,Not good.,Negative
749,Awesome!,Positive
750,Bad.,Negative
751,Awesome!,Positive
752,Bad.,Negative
753,Awesome!,Positive
754,Hate it.,Negative
755,Nice!,Positive
756,Terrible.,Negative
757,Awesome!,Positive
758,Not good.,Negative
759,Loved it!,Positive
760,Terrible.,Negative
761,Awesome!,Positive
762,Hate it.,Negative
763,Perfect!,Positive
764,Hate it.,Negative
765,Loved it!,Positive
766,Worst.,Negative
767,Nice!,Positive
768,Terrible.,Negative
769,Perfect!,Positive
770,Hate it.,Negative
771,Loved it!,Positive
772,Worst.,Negative
773,Awesome!,Positive
774,Terrible.,Negative
775,Great!,Positive
776,Worst.,Negative
777,Loved it!,Positive
778,Hate it.,Negative
779,Perfect!,Positive
780,Hate it.,Negative
781,Perfect!,Positive
782,Worst.,Negative
783,Perfect!,Positive
784,Not good.,Negative
785,Awesome!,Positive
786,Bad.,Negative
787,Nice!,Positive
788,Terrible.,Negative
789,Nice!,Positive
790,Worst.,Negative
791,Nice!,Positive
792,Bad.,Negative
793,Perfect!,Positive
794,Worst.,Negative
795,Loved it!,Positive
796,Hate it.,Negative
797,Nice!,Positive
798,Worst.,Negative
799,Awesome!,Positive
800,Worst.,Negative
801,Awesome!,Positive
802,Hate it.,Negative
803,Nice!,Positive
804,Hate it.,Negative
805,Nice!,Positive
806,Worst.,Negative
807,Loved it!,Positive
808,Not good.,Negative
809,Nice!,Positive
810,Worst.,Negative
811,Great!,Positive
812,Not good.,Negative
813,Nice!,Positive
814,Hate it.,Negative
815,Great!,Positive
816,Not good.,Negative
817,Great!,Positive
818,Not good.,Negative
819,Great!,Positive
820,Terrible.,Negative
821,Perfect!,Positive
822,Terrible.,Negative
823,Great!,Positive
824,Not good.,Negative
825,Loved it!,Positive
826,Terrible.,Negative
827,Awesome!,Positive
828,Not good.,Negative
829,Perfect!,Positive
830,Not good.,Negative
831,Perfect!,Positive
832,Bad.,Negative
833,Great!,Positive
834,Not good.,Negative
835,Awesome!,Positive
836,Terrible.,Negative
837,Great!,Positive
838,Terrible.,Negative
839,Awesome!,Positive
840,Hate it.,Negative
841,Great!,Positive
842,Bad.,Negative
843,Awesome!,Positive
844,Bad.,Negative
845,Loved it!,Positive
846,Not good.,Negative
847,Great!,Positive
848,Bad.,Negative
849,Nice!,Positive
850,Bad.,Negative
851,Loved it!,Positive
852,Terrible.,Negative
853,Perfect!,Positive
854,Hate it.,Negative
855,Loved it!,Positive
856,Not good.,Negative
857,Nice!,Positive
858,Terrible.,Negative
859,Loved it!,Positive
860,Bad.,Negative
861,Loved it!,Positive
862,Terrible.,Negative
863,Great!,Positive
864,Hate it.,Negative
865,Perfect!,Positive
866,Hate it.,Negative
867,Great!,Positive
868,Bad.,Negative
869,Nice!,Positive
870,Not good.,Negative
871,Perfect!,Positive
872,Worst.,Negative
873,Great!,Positive
874,Terrible.,Negative
875,Nice!,Positive
876,Terrible.,Negative
877,Awesome!,Positive
878,Not good.,Negative
879,Awesome!,Positive
880,Bad.,Negative
881,Loved it!,Positive
882,Bad.,Negative
883,Great!,Positive
884,Terrible.,Negative
885,Great!,Positive
886,Bad.,Negative
887,Perfect!,Positive
888,Hate it.,Negative
889,Nice!,Positive
890,Terrible.,Negative
891,Nice!,Positive
892,Worst.,Negative
893,Awesome!,Positive
894,Not good.,Negative
895,Awesome!,Positive
896,Hate it.,Negative
897,Perfect!,Positive
898,Hate it.,Negative
899,Loved it!,Positive
900,Terrible.,Negative
901,Nice!,Positive
902,Hate it.,Negative
903,Awesome!,Positive
904,Bad.,Negative
905,Perfect!,Positive
906,Bad.,Negative
907,Perfect!,Positive
908,Not good.,Negative
909,Great!,Positive
910,Hate it.,Negative
911,Great!,Positive
912,Hate it.,Negative
913,Nice!,Positive
914,Hate it.,Negative
915,Awesome!,Positive
916,Terrible.,Negative
917,Perfect!,Positive
918,Hate it.,Negative
919,Perfect!,Positive
920,Not good.,Negative
921,Perfect!,Positive
922,Terrible.,Negative
923,Perfect!,Positive
924,Bad.,Negative
925,Loved it!,Positive
926,Hate it.,Negative
927,Awesome!,Positive
928,Not good.,Negative
929,Awesome!,Positive
930,Terrible.,Negative
931,Nice!,Positive
932,Bad.,Negative
933,Nice!,Positive
934,Terrible.,Negative
935,Great!,Positive
936,Hate it.,Negative
937,Nice!,Positive
938,Not good.,Negative
939,Awesome!,Positive
940,Not good.,Negative
941,Loved it!,Positive
942,Worst.,Negative
943,Loved it!,Positive
944,Not good.,Negative
945,Great!,Positive
946,Terrible.,Negative
947,Perfect!,Positive
948,Worst.,Negative
949,Loved it!,Positive
950,Worst.,Negative
951,Perfect!,Positive
952,Not good.,Negative
953,Loved it!,Positive
954,Worst.,Negative
955,Awesome!,Positive
956,Terrible.,Negative
957,Perfect!,Positive
958,Terrible.,Negative
959,Perfect!,Positive
960,Worst.,Negative
961,Loved it!,Positive
962,Worst.,Negative
963,Great!,Positive
964,Terrible.,Negative
965,Loved it!,Positive
966,Terrible.,Negative
967,Great!,Positive
968,Hate it.,Negative
969,Loved it!,Positive
970,Bad.,Negative
971,Loved it!,Positive
972,Terrible.,Negative
973,Loved it!,Positive
974,Terrible.,Negative
975,Nice!,Positive
976,Hate it.,Negative
977,Perfect!,Positive
978,Not good.,Negative
979,Awesome!,Positive
980,Bad.,Negative
981,Great!,Positive
982,Bad.,Negative
983,Great!,Positive
984,Terrible.,Negative
985,Nice!,Positive
986,Worst.,Negative
987,Awesome!,Positive
988,Terrible.,Negative
989,Great!,Positive
990,Bad.,Negative
991,Great!,Positive
992,Worst.,Negative
993,Nice!,Positive
994,Not good.,Negative
995,Awesome!,Positive
996,Worst.,Negative
997,Nice!,Positive
998,Terrible.,Negative
999,Perfect!,Positive
1000,Bad.,Negative
